flex_thumb,flex_index,flex_middle,flex_ring,flex_pinky,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,label
341,576,543,363,558,0.3371,9.7923,0.8346,0.0726,0.0069,-0.0583,7
516,539,546,557,573,0.0806,9.1362,1.4094,0.0159,0.0177,0.0132,5
197,153,204,141,127,0.1022,9.4344,1.3082,0.016,0.0452,0.0075,N
328,536,560,386,577,0.3771,9.6366,0.9013,-0.0384,0.0725,-0.0217,7
393,522,563,169,134,0.2202,6.9563,6.2373,0.0491,-0.0589,-0.0317,P
275,536,354,534,601,0.344,9.8984,1.1708,-0.0104,-0.0239,0.0676,8
310,539,556,345,551,0.8772,9.6918,1.0008,0.0225,-0.0403,0.0141,7
203,561,550,195,118,0.5773,9.159,0.8226,0.0408,-0.0263,0.056,2
227,570,195,167,108,3.3754,8.4534,3.982,0.0659,0.0167,-0.083,Z
540,558,142,171,130,0.6137,9.3108,2.1252,-0.0451,0.0486,-0.0516,L
206,428,493,164,124,0.4122,9.6494,0.8264,-0.0662,-0.0513,0.0374,R
322,572,557,189,134,4.9343,6.998,1.9928,-0.026,0.0816,0.0148,H
232,549,555,182,128,0.0564,9.4191,1.0728,-0.0406,-0.0784,-0.0152,U
221,546,556,170,133,0.4267,9.2831,0.3995,-0.0281,0.0568,0.1172,2
181,548,516,551,533,0.134,9.5853,0.618,-0.0082,0.0187,-0.0019,4
362,190,161,154,127,0.7376,9.8196,0.2214,0.0153,-0.1184,-0.001,T
330,542,182,161,150,0.703,7.1828,6.7936,0.0417,0.0532,0.1066,Q
561,556,538,180,140,0.4034,9.6617,0.6003,0.0246,-0.0729,0.0064,3
590,160,161,157,537,0.8979,9.3291,1.6881,0.0808,-0.0066,-0.0046,Y
231,558,555,546,104,0.4892,9.7195,1.0374,0.0301,-0.0202,0.0401,W
332,161,167,176,157,0.9528,10.0,1.2007,-0.0171,0.0113,0.0328,T
546,559,176,191,137,0.5831,9.2661,1.3015,0.0485,0.0476,-0.0539,L
301,523,155,161,116,5.206,7.2758,1.9765,0.0115,-0.1081,-0.0211,G
194,577,161,152,111,2.7178,8.5276,4.2695,-0.0744,-0.0724,0.0061,Z
230,555,142,150,143,0.498,9.2738,0.9198,-0.043,0.0179,0.1367,1
358,339,358,373,361,0.4301,8.9615,1.085,0.0451,0.0392,-0.0449,C
537,554,163,181,80,0.2244,9.5685,1.5151,0.0376,0.0131,-0.0067,L
552,164,134,122,542,0.5176,9.319,1.6364,0.0182,-0.025,-0.051,Y
539,544,193,202,134,0.5028,9.295,1.7474,0.1094,0.0893,0.0569,L
217,540,575,564,127,0.8401,10.1561,0.9803,0.0236,-0.0205,-0.0467,W
306,546,169,150,135,0.3741,7.7609,6.1598,-0.0179,-0.0158,-0.0676,Q
318,330,326,317,307,0.7383,9.5631,1.1501,-0.044,0.0108,-0.0082,0
333,532,127,171,126,4.787,7.1956,2.2518,-0.1104,-0.0326,0.1159,G
215,492,506,185,140,0.4376,9.7157,0.2585,-0.0526,-0.0111,0.0064,R
219,569,157,154,117,0.1081,9.6223,0.2858,-0.1424,-0.0092,-0.0485,1
205,571,548,178,114,-0.2901,9.1054,1.5509,-0.0299,0.0548,-0.0649,U
294,378,186,168,135,0.5356,9.5919,1.7619,0.0006,0.0082,-0.0889,9
352,359,345,360,351,1.1979,9.3271,1.2756,-0.0984,-0.0011,0.0147,C
195,538,535,542,555,-0.1981,9.2291,0.4189,-0.0656,0.0319,-0.0167,4
564,539,554,562,545,1.0437,9.4868,0.7988,0.05,0.0775,-0.1033,5
219,539,566,519,131,0.1363,8.7454,1.1647,0.0417,0.0107,0.0047,W
159,543,571,538,560,0.2154,9.5495,0.0883,0.0161,-0.0031,0.025,B
545,111,155,147,544,1.4363,8.8833,1.6188,-0.0398,-0.0456,-0.0673,Y
224,142,153,135,101,0.3825,9.5807,0.897,0.0311,-0.0185,0.0189,A
270,248,569,550,560,0.2392,9.103,0.9525,0.0023,0.0039,0.0772,F
250,572,577,179,112,0.3901,9.2816,1.0927,-0.0272,-0.0856,0.0057,2
307,350,317,331,323,0.5453,8.9916,1.5182,0.0074,0.0436,0.1222,0
294,568,173,160,119,0.7366,6.4061,6.7377,0.0045,-0.0244,0.0251,Q
322,530,562,183,68,4.9546,6.1373,1.9645,-0.0004,-0.1241,0.0962,H
385,551,518,174,122,0.3754,7.1282,6.0617,-0.0271,0.0517,0.0398,P
318,549,181,141,108,0.1578,7.1265,6.6519,-0.0236,-0.0116,0.0634,Q
236,135,122,146,103,0.7686,9.6906,1.3149,-0.0268,0.0659,0.0099,A
216,570,559,163,136,0.4564,9.7107,0.6275,-0.0478,-0.0112,-0.0397,U
550,531,572,549,565,0.4823,9.9456,0.6014,0.073,0.0373,0.0039,5
388,511,590,545,330,0.7723,9.5535,1.336,0.0465,0.0018,-0.0146,6
287,537,549,185,135,4.768,7.1945,1.8839,0.0445,0.1264,-0.0179,H
295,525,573,325,584,-0.0598,9.816,0.7662,-0.0977,-0.0226,0.0282,7
585,568,548,170,136,0.2119,9.8715,0.9713,-0.0384,0.0271,-0.0561,3
325,543,122,159,125,4.9325,6.8118,2.0652,0.0033,-0.0012,0.0206,G
199,566,573,164,110,0.5855,9.4888,1.1594,-0.0291,0.0256,-0.0326,V
235,541,225,237,212,0.2824,9.5337,0.8573,-0.0575,-0.0097,0.0372,D
212,454,498,183,116,0.2163,9.4425,0.5294,0.0736,0.0031,-0.0037,R
217,467,506,183,137,0.5947,9.2454,0.5859,0.0262,-0.0059,0.0169,R
347,529,526,567,366,0.6563,9.0685,1.1127,0.0163,0.063,0.0181,6
288,529,178,204,112,0.4294,6.792,6.5664,-0.0304,0.0141,0.0333,Q
335,326,371,329,323,0.6257,9.7725,1.0504,0.1122,0.076,0.0199,0
244,144,144,149,109,0.5844,9.5313,0.9812,-0.0377,-0.014,-0.0846,A
237,555,550,176,125,0.8371,9.5054,0.9701,-0.0353,-0.0787,0.0179,2
179,564,549,548,570,0.599,9.3904,0.7689,-0.006,-0.0484,0.015,4
189,148,147,176,540,0.2043,9.9046,0.6942,0.0414,-0.0296,-0.0526,I
342,126,154,157,109,0.3081,9.5013,1.3808,-0.052,0.0179,0.0278,T
257,136,132,128,85,0.5032,9.0908,1.2406,-0.0293,0.1034,-0.0158,S
310,185,163,176,131,0.324,9.5205,1.4522,-0.0449,-0.1275,-0.0393,T
187,187,200,161,550,1.6047,8.4073,3.0246,0.1015,-0.0647,0.003,J
348,312,342,325,312,0.5396,9.4498,1.9686,0.0056,-0.036,-0.072,0
552,526,543,542,573,0.0334,9.3477,1.0641,-0.014,0.0045,0.0074,5
222,185,156,177,613,0.3315,9.4102,0.8517,0.0123,-0.0262,0.0221,I
253,341,129,147,123,1.2665,9.702,1.3069,0.0222,0.0238,-0.0876,9
315,552,168,184,150,5.4005,7.0124,2.1665,0.0672,-0.0312,-0.0159,G
316,360,330,337,319,0.6958,9.5018,1.485,0.0724,-0.1602,0.0621,O
163,191,226,130,104,0.5258,9.4073,0.9836,-0.0419,0.0071,0.0872,N
304,558,567,377,554,0.2445,10.0191,1.008,-0.0567,-0.0293,-0.0981,7
184,231,220,217,233,-0.0324,9.8867,1.1969,-0.024,0.0815,-0.0924,E
371,589,554,533,369,0.7907,9.792,0.6118,-0.0351,-0.0454,0.0764,6
204,232,228,204,138,0.6245,9.4248,0.6291,0.0337,-0.0428,0.0296,M
322,540,182,177,120,0.4202,7.2933,5.9434,-0.0221,0.031,-0.0154,Q
183,180,144,167,560,0.2992,9.4445,0.626,-0.0539,0.0241,-0.0334,I
238,165,141,152,81,0.8467,9.4196,0.9064,0.0241,-0.0196,-0.076,S
562,554,169,165,108,1.2104,9.2489,1.6302,-0.0323,-0.1138,-0.0462,L
334,377,177,154,124,0.5942,9.0278,1.537,-0.0067,0.0097,-0.0759,9
313,580,568,205,116,5.5029,6.7628,2.1061,0.0366,-0.0255,0.0044,H
290,552,553,174,132,4.6098,7.4341,2.3816,-0.0629,0.0166,-0.0298,H
528,538,551,151,127,0.5599,9.0577,1.0823,-0.0311,-0.0534,-0.1001,3
585,570,556,556,583,0.4392,9.253,1.637,0.0288,0.0727,0.0906,5
266,389,141,171,137,0.5378,8.7599,1.0911,-0.0785,0.0227,-0.0443,9
211,528,228,252,187,-0.4137,9.801,1.0956,-0.0793,0.0088,0.0226,D
181,208,237,183,127,0.6779,10.1139,0.3823,0.0612,0.0385,0.0594,N
199,172,179,169,563,2.5562,8.0427,3.5087,-0.0145,0.0285,-0.0163,J
185,552,537,547,574,0.5063,9.7859,0.6197,-0.043,0.0194,0.0385,4
324,364,333,324,306,0.1415,10.2501,1.9263,-0.0328,0.0866,0.0267,O
230,557,562,164,136,0.3024,9.5316,0.7714,-0.0204,0.0234,0.0149,2
534,545,550,582,585,0.2837,10.1028,1.2853,0.0236,-0.0141,-0.0289,5
229,341,182,177,126,0.7708,9.7777,1.0471,-0.0384,0.0207,0.0204,X
240,545,189,166,109,3.1628,8.1253,3.9679,-0.0374,0.043,-0.0483,Z
356,387,364,341,374,1.2193,9.1615,1.7147,0.1197,0.1093,-0.0343,C
202,177,149,151,573,0.0697,10.0337,0.7029,0.0251,0.105,-0.0353,I
557,536,156,173,137,0.2958,8.9927,1.6866,0.0276,-0.0142,0.0221,L
348,299,347,324,312,0.8667,9.5197,1.4704,0.0344,-0.0182,-0.0395,0
182,174,163,144,580,2.5053,8.432,3.0328,-0.0754,-0.0207,0.0255,J
552,548,568,145,131,0.9599,9.7697,1.1798,-0.0155,0.0076,-0.0056,3
302,524,537,339,558,0.1487,10.1224,1.1149,-0.0813,-0.0373,0.0351,7
196,200,232,212,147,0.598,9.1649,0.6857,0.0344,-0.0174,0.0459,E
194,559,567,568,574,-0.2724,9.5876,0.9995,0.0342,-0.0355,-0.0511,4
254,547,173,178,139,0.2048,9.2089,1.2173,-0.0299,0.1335,-0.0235,1
249,247,537,539,574,0.2456,9.2132,0.6633,0.0504,0.0636,-0.0164,F
565,169,198,162,540,-0.2466,9.0185,1.6132,0.0316,-0.0303,-0.0215,Y
202,559,564,545,537,0.3057,9.8142,0.5422,-0.0703,-0.0363,0.0668,4
312,172,167,160,128,0.7583,9.1873,0.4209,0.0355,-0.0195,-0.0509,T
205,177,159,211,120,-0.0206,9.3735,1.315,-0.0329,-0.0062,-0.0223,M
526,169,164,158,562,1.2649,8.7242,1.4605,0.0406,-0.0623,0.0186,Y
300,541,415,552,545,-0.3719,9.0078,0.9121,0.0848,0.1143,-0.0119,8
360,190,130,163,118,0.3219,9.2552,0.7176,0.0451,-0.0584,0.0047,T
204,538,544,555,566,-0.2721,9.2501,0.2501,-0.0834,-0.0559,-0.0111,4
389,532,545,167,136,0.4372,9.2474,0.8728,0.0367,-0.0573,-0.0233,K
234,549,188,273,223,0.5168,9.374,0.7659,-0.0272,0.0632,0.0131,D
526,571,543,542,567,-0.2152,9.605,0.917,0.0707,0.0136,-0.0497,5
299,547,547,166,127,5.2304,7.3699,1.7558,-0.0155,0.0451,-0.0711,H
320,561,529,358,599,0.3976,9.5705,1.1635,-0.0279,0.0383,0.0189,7
331,555,564,367,569,0.2573,10.0489,0.8555,-0.0474,0.008,0.0937,7
546,556,541,558,585,0.523,9.4643,1.3931,-0.0203,-0.0191,-0.0332,5
250,557,183,203,111,2.514,8.0561,4.2862,-0.0332,0.0018,0.0609,Z
295,541,354,530,554,0.4169,9.198,1.0996,-0.0612,-0.022,0.0182,8
559,542,160,167,143,0.2623,8.4938,1.7039,0.0464,0.01,0.0134,L
309,574,376,534,610,0.645,9.2475,0.3863,-0.0102,-0.0982,-0.0515,8
255,263,557,531,571,1.0911,9.3482,0.8613,-0.0033,-0.1112,0.0168,F
255,163,157,137,84,-0.6344,9.0699,0.4443,-0.0723,0.0939,-0.0648,S
336,349,333,357,335,0.4815,9.4129,0.9475,0.0605,-0.0165,-0.02,O
571,530,176,164,130,0.6877,9.1731,2.2762,0.0666,-0.0266,-0.0545,L
153,571,534,580,528,0.3304,9.8426,0.2613,0.0212,0.064,-0.1108,B
205,558,572,182,132,0.6232,9.0933,1.2472,-0.0016,-0.0412,0.0339,V
166,548,555,532,559,0.3282,9.5494,0.5337,-0.0377,-0.016,0.0192,4
309,519,354,562,567,0.221,9.7686,1.1578,-0.0244,0.0761,0.0244,8
182,127,127,108,81,0.1668,10.0257,1.2807,0.0636,0.0361,-0.0565,A
197,220,236,208,181,0.3964,9.308,1.1524,-0.0357,0.0113,-0.005,E
163,201,150,158,552,1.6781,9.0775,3.2367,0.0608,-0.0612,0.009,J
351,351,349,314,329,0.1845,9.8983,1.7093,-0.0312,0.0188,-0.0505,0
337,332,334,337,328,0.8507,8.7203,1.8341,-0.0855,0.0154,0.1178,O
265,382,169,167,155,0.3141,9.7388,1.6582,-0.0055,-0.1007,-0.043,X
184,177,162,217,119,0.2616,9.5597,1.1287,0.0967,0.008,-0.0079,M
441,558,563,131,142,0.2931,9.1032,0.7139,-0.0632,-0.0641,0.003,K
534,557,558,161,136,0.5949,9.3025,0.9526,-0.0624,-0.0748,0.0127,3
224,131,148,148,64,0.8913,9.0013,1.3098,0.0563,-0.0545,-0.0205,A
236,368,165,142,116,0.5249,9.3965,1.1405,0.0515,-0.009,-0.0216,X
213,479,464,176,96,0.0669,9.3551,0.4688,0.0142,-0.0055,-0.1139,R
312,168,167,145,117,0.6079,9.1584,1.7391,0.0278,-0.0029,-0.0126,T
219,446,490,184,150,0.1854,9.6915,1.2465,0.0763,-0.0438,0.0296,R
252,130,107,152,94,0.4164,9.2501,0.9168,0.0061,-0.0307,-0.0108,S
301,554,519,354,534,0.0911,9.6018,0.9852,-0.0548,-0.0034,-0.0181,7
203,392,171,165,98,0.3293,8.8782,1.0112,-0.0623,0.0279,0.0081,X
212,558,154,148,108,3.0258,7.7774,4.4134,0.0813,0.0237,0.0122,Z
296,545,553,363,548,0.7472,8.9902,1.172,0.0093,-0.0003,0.0315,7
376,355,366,363,335,0.9659,8.9569,1.4505,0.0016,0.0038,-0.0216,C
233,535,539,137,125,-0.2838,9.5103,0.8239,-0.0878,-0.0504,-0.003,U
181,181,194,157,585,0.2052,9.3102,1.3238,0.026,0.0002,0.0344,I
367,361,409,344,345,0.6303,9.2857,2.0068,0.0835,0.0612,-0.0099,C
240,457,437,165,131,-0.0261,9.0631,0.9385,-0.0625,0.1031,0.0132,R
353,152,134,155,131,0.5777,9.3438,0.3894,-0.0638,0.018,0.0995,T
248,530,518,173,150,0.2461,8.9207,0.3527,0.0218,-0.0005,0.0642,U
534,528,548,181,135,0.669,9.1747,0.6482,0.0089,0.0623,0.0422,3
240,144,81,145,99,0.4944,9.3834,1.3372,0.0474,-0.0386,0.0204,A
205,541,240,248,219,0.5271,9.5242,-0.1725,0.0149,-0.0001,0.007,D
203,559,543,529,103,1.1903,9.6216,0.9432,0.0606,-0.0576,-0.0069,W
231,545,223,205,204,0.2767,9.5172,0.6915,-0.0031,-0.0224,0.0329,D
284,550,552,198,109,5.0118,6.6822,1.8522,0.0842,-0.0568,0.0294,H
346,322,298,324,281,0.4289,9.8406,1.2284,-0.1053,0.075,-0.0238,O
274,374,153,143,120,0.0205,9.3127,1.237,0.0036,0.023,-0.0284,9
184,160,176,174,122,0.4127,8.9909,0.9361,0.0548,-0.0888,0.0186,N
298,542,537,350,528,-0.0656,9.4422,1.1369,-0.0838,0.0091,0.0642,7
224,138,124,125,100,0.0656,9.0778,0.7845,-0.0107,0.0155,0.0738,A
218,466,533,171,107,0.7467,9.6558,1.4333,-0.0253,0.0641,-0.0,R
256,271,576,562,574,0.6882,8.9491,0.8866,0.0227,-0.0005,0.022,F
188,164,175,170,557,2.0167,8.63,3.2002,-0.0759,-0.0539,0.0554,J
316,521,552,154,149,4.8821,7.3322,1.8457,0.05,0.103,-0.0534,H
327,567,367,571,573,0.268,8.9555,0.4453,0.0631,-0.0014,-0.0185,8
237,141,122,165,74,0.7757,9.8002,0.7988,0.0696,-0.0125,0.0144,A
554,556,572,147,144,0.52,9.2648,1.1391,0.0042,-0.0403,-0.0535,3
220,560,507,556,118,0.743,9.3994,1.1,-0.0089,0.0167,0.0454,W
515,174,158,156,563,0.0267,9.8312,0.9538,0.0888,-0.0007,-0.0193,Y
327,553,169,184,126,5.2263,7.2052,1.6141,0.0736,-0.071,0.0459,G
345,162,184,164,125,0.3794,9.5495,0.7248,-0.0937,0.0141,0.0417,T
267,135,151,86,63,0.8138,9.4613,0.872,-0.0669,0.0097,0.0159,S
196,529,185,148,95,-0.0129,9.3911,0.4789,0.018,-0.0677,0.015,1
326,567,523,168,130,5.099,6.7738,1.6649,-0.0238,-0.0049,0.0592,H
206,548,192,231,223,1.1377,9.6274,1.0365,-0.089,0.0751,0.0388,D
206,547,546,130,99,0.1643,8.8338,1.7973,-0.0135,-0.0476,-0.0959,V
350,576,588,164,137,4.8622,7.2649,1.6353,-0.1272,-0.0395,-0.0728,H
317,329,362,353,279,0.3042,9.274,1.8769,0.0122,-0.1269,-0.0586,0
291,558,568,163,86,5.0742,7.2284,1.7158,-0.0127,-0.0578,-0.1285,H
211,145,143,172,565,1.7689,8.1726,3.4314,0.0179,-0.0682,-0.0647,J
212,537,527,138,102,0.3943,9.7813,0.5407,-0.0571,-0.0106,0.0049,U
310,595,372,561,578,0.1983,9.6225,0.7099,-0.0659,0.0546,-0.0425,8
220,574,552,179,181,1.0425,9.5452,0.8881,-0.0527,0.0399,0.0195,U
323,542,342,579,556,-0.1757,9.3734,1.1349,-0.0041,-0.0065,-0.0176,8
213,465,470,160,104,0.4678,9.5198,1.2737,0.0352,0.0042,0.0613,R
213,216,197,213,109,0.0996,9.8297,0.8888,-0.0074,-0.1251,-0.0218,M
256,308,550,532,548,-0.077,9.8821,1.6784,-0.0508,-0.0114,0.0048,F
327,333,335,313,299,0.5696,9.2001,1.9023,-0.0096,0.0359,0.0221,O
226,533,166,131,132,2.9834,8.1322,3.9963,0.0418,-0.0382,0.0378,Z
415,550,593,139,117,0.6902,9.5428,1.2274,0.0085,0.0687,-0.0504,K
376,373,366,339,343,1.2525,8.6846,0.7405,-0.0114,-0.0071,0.0068,C
375,389,356,377,317,1.1978,8.7588,1.5922,-0.0124,0.066,-0.0437,C
202,562,556,188,119,0.8012,9.6637,0.7774,-0.0427,0.0198,-0.0238,2
350,130,141,172,139,-0.0391,9.7623,0.9958,0.0374,-0.0426,-0.0695,T
182,209,197,136,135,0.0483,9.4433,1.0915,0.0383,0.0547,-0.0012,N
222,210,168,177,117,0.5744,9.4512,0.691,-0.0144,-0.0329,0.07,N
265,124,125,152,108,1.054,9.6752,0.8922,0.0295,0.0554,0.041,A
158,203,200,150,121,0.4394,9.8748,0.2752,0.0314,-0.0229,0.0563,N
411,564,544,575,350,0.8634,9.5744,1.0984,0.0249,0.0269,0.04,6
215,210,238,160,119,0.5581,9.5242,0.8036,-0.0493,0.0303,-0.0736,N
549,549,568,604,556,0.5705,9.246,0.7734,-0.051,0.067,0.0352,5
204,356,169,164,105,0.8041,9.2771,1.1323,-0.0474,0.1241,0.0663,X
355,560,570,530,368,0.5536,10.0115,1.1208,0.0147,-0.0078,0.0331,6
237,540,548,166,118,0.1395,9.4279,0.7617,0.0874,-0.0046,0.0244,U
333,353,338,359,313,1.0074,9.1667,1.8953,-0.1133,-0.055,0.0149,O
283,548,551,163,140,4.9354,7.1689,1.9566,0.0912,0.004,0.117,H
523,546,560,157,125,0.5651,9.3872,1.1072,0.0021,-0.0098,-0.0485,3
550,563,527,145,99,0.751,9.2417,1.3005,-0.0231,0.0002,-0.0086,3
179,179,157,190,550,0.8936,9.8358,1.3393,-0.0232,0.0203,-0.0485,I
386,346,334,370,337,1.0964,8.2789,1.9177,0.0336,-0.075,-0.0739,C
564,538,534,555,576,0.4459,9.7899,0.6172,0.0237,-0.0641,0.1334,5
201,206,220,195,204,0.3213,9.3693,0.9901,0.002,0.0447,0.0296,E
553,549,165,194,139,0.7768,9.4572,1.0153,-0.0907,0.1041,-0.0266,L
572,524,144,162,128,0.4843,9.3068,1.4022,0.0192,0.0567,-0.024,L
262,149,139,143,102,0.6539,9.4399,1.0495,0.0014,-0.0219,0.0506,S
218,572,185,171,132,2.9687,8.8095,3.7946,-0.0224,0.0151,-0.0453,Z
302,558,544,142,127,4.7305,6.9188,2.4028,-0.0135,0.0885,0.0716,H
585,135,160,167,577,0.9281,8.9913,1.3377,0.0685,-0.0837,-0.0538,Y
328,301,347,322,322,0.4055,9.2663,1.4647,-0.002,0.0588,0.076,O
570,523,569,139,143,0.9361,10.0601,0.8812,0.0353,0.0505,0.0235,3
225,547,551,543,157,0.7382,9.2958,1.2181,0.1458,0.0136,0.0726,W
274,368,173,168,104,0.6794,9.3696,1.4948,0.0239,0.0156,-0.0141,9
324,524,562,550,315,0.3098,9.2822,1.0545,0.0466,0.0628,-0.1119,6
232,564,579,165,125,0.8692,9.8502,0.5886,0.0522,0.0757,-0.115,2
200,201,187,204,111,-0.4362,9.8121,0.8497,-0.0305,-0.0736,-0.1018,M
336,370,126,187,145,0.443,9.8187,1.0084,-0.0065,0.1172,0.026,9
558,550,150,186,106,0.3915,9.2483,1.6845,0.0024,-0.0054,-0.0922,L
194,560,563,155,128,0.6651,9.6292,1.4391,-0.0249,0.0483,-0.0387,V
192,157,158,169,569,0.107,9.3702,0.6173,-0.0701,-0.0795,0.0149,I
241,379,198,154,130,0.47,9.4019,1.121,0.0239,0.0239,-0.0163,X
214,561,540,146,123,0.9503,9.3367,1.2561,0.09,-0.0069,-0.1131,V
225,471,468,132,172,0.5015,9.4826,1.1567,0.0467,0.0246,-0.0239,R
348,557,536,557,361,0.6138,9.7537,1.0842,-0.0252,-0.0043,-0.1415,6
218,406,167,154,162,0.5212,9.9884,0.9883,-0.1507,-0.0779,0.0541,X
191,529,221,189,206,0.5615,9.6982,0.4637,0.069,0.1019,0.0074,D
234,140,167,129,89,0.4942,9.409,1.24,-0.0808,-0.0527,-0.0534,A
177,171,139,160,567,1.9446,8.6617,2.792,-0.1122,0.0491,0.0488,J
290,123,153,156,107,0.5163,9.606,0.5554,-0.0785,0.0392,-0.055,S
353,546,557,524,360,0.0763,9.0179,1.3962,-0.0422,-0.0496,-0.0148,6
173,567,524,561,575,0.5191,9.592,0.4724,-0.0773,-0.059,-0.0587,4
360,361,330,334,311,0.4084,9.039,1.7333,-0.1025,-0.0349,-0.0023,O
258,134,126,92,93,0.3858,10.0693,1.008,0.0468,-0.0213,0.0649,S
289,538,156,154,116,5.6297,6.691,2.044,0.0296,0.0315,-0.0029,G
344,340,319,345,328,1.3283,9.3263,2.0086,0.0696,0.0025,0.0619,0
202,173,189,178,131,0.0656,9.6223,0.7183,-0.0076,0.1025,-0.018,M
366,533,566,544,326,0.2346,9.6051,1.4148,-0.1341,-0.0046,-0.0646,6
327,177,200,168,153,0.6555,9.4117,1.0592,0.0263,-0.0372,-0.1305,T
189,153,160,163,543,0.4892,9.4889,0.5474,-0.0176,0.0121,0.0042,I
231,166,165,156,543,2.4126,9.0621,2.732,-0.0041,-0.0225,-0.021,J
420,552,541,143,133,0.1382,7.3624,6.3733,0.0821,0.014,-0.0202,P
394,350,348,323,345,0.9317,9.2146,1.0803,-0.076,0.0225,0.0503,C
183,167,209,161,100,0.4611,9.5328,0.1821,-0.0687,-0.035,0.0105,N
317,549,549,164,124,4.494,6.7695,2.0734,-0.0125,-0.0078,-0.0162,H
263,239,587,512,545,0.605,9.2905,0.8688,-0.0479,-0.0495,-0.0143,F
408,555,569,195,144,0.5321,9.7029,0.9496,-0.0731,0.0021,0.0183,K
317,146,138,124,88,1.1383,9.481,1.4574,-0.0089,-0.0072,0.0153,T
277,278,544,573,507,0.2332,9.1253,0.9541,0.0168,0.0145,0.0197,F
230,461,469,188,121,0.219,9.5892,0.7271,0.0639,-0.0521,-0.0377,R
200,530,529,546,557,0.0772,9.5209,1.2,-0.0018,-0.0575,0.0012,4
197,149,152,170,539,-0.0793,9.6745,0.7919,0.0084,0.0164,0.0029,I
229,537,167,153,100,0.2413,10.0488,0.4808,-0.0147,-0.0154,0.1121,1
282,550,214,160,109,0.2048,10.0302,0.6858,0.0154,-0.0031,0.0065,1
377,406,378,384,342,0.6922,9.0187,1.5322,-0.0539,-0.0088,0.02,C
281,521,532,412,579,0.2174,9.1007,0.7524,0.0761,0.1017,-0.0406,7
558,592,543,550,567,0.4349,9.2716,1.4456,-0.023,0.0234,-0.0108,5
206,159,144,163,572,2.4061,8.9424,2.9116,-0.0494,-0.0159,-0.0591,J
162,198,196,156,112,-0.249,9.3821,0.9648,0.0098,0.0085,-0.052,M
184,173,193,169,135,0.3193,9.8779,0.8088,-0.0205,-0.0463,-0.0774,N
305,535,145,168,112,4.7568,6.7183,1.9766,0.0472,0.0753,-0.0363,G
343,368,326,362,352,1.2384,9.2921,1.3489,-0.0075,-0.0383,-0.0564,C
381,553,565,157,116,0.2994,7.6919,6.3576,0.0365,0.016,-0.0006,P
298,184,160,170,112,0.7787,9.605,0.9461,0.0143,-0.0871,0.0187,T
340,522,375,567,570,0.8601,9.7945,1.2013,0.0519,0.0496,-0.0175,8
178,539,552,585,550,-0.1177,10.1445,1.0888,0.0002,0.0506,0.0671,B
397,562,543,157,116,0.1513,7.1063,6.1451,0.0114,-0.0308,-0.0101,P
301,549,143,130,138,0.2586,7.3746,6.5025,-0.0237,-0.1208,0.0611,Q
546,532,172,152,122,0.7903,9.5871,1.5047,0.0085,0.0006,-0.0216,L
320,563,547,177,144,4.5854,7.5249,1.5324,-0.0568,-0.0131,0.0962,H
255,556,539,171,113,0.6726,9.3895,0.7421,-0.0419,0.0091,0.0109,U
177,199,228,231,199,-0.2042,9.2399,0.9911,0.0244,0.0384,0.0072,E
321,572,164,160,139,0.4602,6.9849,6.639,-0.0256,0.011,0.004,Q
324,580,544,138,134,5.5651,6.8569,2.2061,0.0348,0.0096,0.0003,H
138,526,558,559,569,0.1235,9.6624,0.5984,0.0043,-0.111,-0.0115,B
255,261,530,542,569,0.495,8.8984,1.0582,-0.0535,0.0134,0.0159,F
218,118,106,125,111,0.5642,9.1263,1.052,0.0193,-0.0442,0.0077,A
322,556,193,147,119,5.0637,7.2642,2.0538,0.0643,-0.0331,-0.057,G
572,161,166,147,562,0.2052,9.6991,1.3969,0.0178,-0.1141,-0.0134,Y
254,524,561,163,156,5.4636,7.1299,2.094,0.0033,-0.1328,-0.0697,H
217,372,171,174,150,0.9117,9.427,0.7594,0.0327,0.0467,0.0068,X
413,545,567,178,82,0.3992,9.3816,1.119,-0.0097,-0.0043,-0.0432,K
324,556,170,140,149,4.1539,7.2502,2.2803,-0.0216,0.0636,-0.0032,G
413,515,556,176,139,0.341,7.2746,5.6181,-0.0045,-0.0097,0.0518,P
293,559,516,356,565,0.2131,9.3713,1.2974,-0.0028,0.0597,0.0819,7
554,126,202,168,578,0.0867,9.3515,1.4462,-0.0529,0.0643,0.0073,Y
235,554,150,174,106,-0.0311,9.8839,0.13,-0.0383,-0.0489,0.0085,1
340,320,361,335,322,0.8662,9.1183,1.9342,0.0289,-0.0321,-0.0216,0
411,556,529,170,139,0.7331,7.189,5.962,-0.0085,-0.0036,0.0054,P
331,333,320,359,303,0.3307,8.5583,1.8332,-0.0165,-0.0164,-0.0107,0
556,160,132,184,560,0.3437,8.8435,1.6563,0.0076,0.0303,0.0278,Y
205,184,205,198,126,0.0146,9.8271,0.5221,-0.0011,-0.0027,-0.0104,M
325,372,352,393,363,1.072,9.1459,1.2005,0.0812,0.0996,0.0196,C
180,546,224,199,172,0.4684,9.7689,0.7587,0.039,-0.0587,-0.0178,D
221,458,507,182,134,0.4515,9.5103,0.7522,0.0246,0.0044,0.0397,R
150,177,175,172,563,0.4652,9.8605,0.5822,0.015,-0.0092,-0.0547,I
